City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,waingapu,-9.6567,120.2641,26.94,78,100,0.61,ID,1699734550
363,iskateley,67.6803,53.1512,-8.88,95,21,3.13,RU,1699734324
364,aibak,36.2647,68.0155,10.87,49,33,0.59,AF,1699734552
365,katsuura,35.1333,140.3,14.45,81,100,6.84,JP,1699734552
366,kavieng,-2.5744,150.7967,27.87,76,100,3.88,PG,1699734553
367,naze,28.3667,129.4833,15.51,87,98,6.44,JP,1699734554
368,teguise,29.0605,-13.564,19.12,78,20,5.14,ES,1699734555
369,mirny,62.5353,113.9611,-9.87,61,100,7.15,RU,1699734556
370,colonia,50.9333,6.95,7.16,87,20,1.54,DE,1699734258
371,n'zeto,-7.2312,12.8666,25.03,86,98,1.21,AO,1699734557
372,sao desiderio,-12.3633,-44.9733,34.44,22,86,3.54,BR,1699734558
373,blagoveshchensk,50.2667,127.5333,-15.66,78,0,3.0,RU,1699734559
374,tazovsky,67.4667,78.7,-4.15,97,100,4.89,RU,1699734560
375,port blair,11.6667,92.75,28.02,83,40,1.03,IN,1699734561
376,pangody,65.85,74.4859,-0.57,98,100,6.37,RU,1699734562
377,souillac,-20.5167,57.5167,23.21,88,75,1.54,MU,1699734562
378,soio,-6.1349,12.3689,26.02,83,88,1.85,AO,1699734563
379,guarapari,-20.6667,-40.4975,27.16,78,5,6.32,BR,1699734564
380,thunder bay,48.4001,-89.3168,2.99,70,100,3.09,CA,1699734424
381,cananea,30.95,-110.3,16.9,28,0,2.91,MX,1699734566
382,irymple,-34.25,142.1667,11.72,62,10,0.45,AU,1699734568
383,mungaoli,24.4167,78.1,18.31,58,0,2.18,IN,1699734569
384,san antonio de pale,-1.4014,5.6325,26.31,83,100,4.82,GQ,1699734570
385,galveston,29.3669,-94.9669,16.19,89,100,4.12,US,1699734571
386,opuwo,-18.0607,13.84,26.26,39,100,1.82,NA,1699734572
387,bonthe,7.5264,-12.505,26.17,83,100,3.21,SL,1699734573
388,kapuskasing,49.4169,-82.4331,-0.95,86,100,3.09,CA,1699734305
389,palu,-0.8917,119.8707,24.21,95,90,1.39,ID,1699734574
390,magadan,59.5667,150.8,-18.47,81,1,4.45,RU,1699734575
391,south venice,27.0531,-82.4243,32.37,70,3,2.24,US,1699734577
392,gadzhiyevo,69.2551,33.3362,-5.64,89,91,2.9,RU,1699734578
393,kirensk,57.7853,108.1119,-12.8,92,50,1.79,RU,1699734305
394,stornoway,58.2093,-6.3865,6.98,84,100,2.06,GB,1699734579
395,suva,-18.1416,178.4415,24.71,88,75,3.6,FJ,1699734580
396,george town,5.4112,100.3354,27.75,95,20,1.03,MY,1699734381
397,jamaame,0.0697,42.745,26.29,82,60,2.71,SO,1699734582
398,springbok,-29.6643,17.8865,12.67,67,6,2.82,ZA,1699734337
399,turkmenbasy,40.0222,52.9552,15.43,41,0,6.17,TM,1699734584
400,hobyo,5.3505,48.5268,27.04,81,100,3.85,SO,1699734585
401,bichura,50.5881,107.6022,-12.17,88,5,1.33,RU,1699734586
402,altai,46.3722,96.2583,-10.67,56,100,1.34,MN,1699734322
403,saint-philippe,-21.3585,55.7679,22.77,84,26,4.41,RE,1699734587
404,coquimbo,-29.9533,-71.3436,18.85,63,20,6.69,CL,1699734588
405,vadso,70.0744,29.7487,-1.91,80,75,6.17,NO,1699734588
406,santa elena de uairen,4.6167,-61.1333,26.77,56,80,2.14,VE,1699734589
407,santa ana de yacuma,-13.75,-65.4333,35.97,41,75,6.17,BO,1699734590
408,pohang,36.0322,129.365,2.85,57,1,5.69,KR,1699734591
409,chegdomyn,51.1167,133.0167,-16.77,99,49,0.37,RU,1699734592
410,tobol'sk,58.2,68.2667,2.56,72,100,2.68,RU,1699734593
411,sao gabriel da cachoeira,-0.1303,-67.0892,29.49,72,99,0.21,BR,1699734594
412,kombissiri,12.0656,-1.3375,29.99,20,64,3.24,BF,1699734595
413,cody,44.5263,-109.0565,10.9,38,75,9.39,US,1699734373
414,san patricio,28.017,-97.5169,15.47,89,100,3.22,US,1699734596
415,ta`u,-14.2336,-169.5144,27.54,80,54,4.96,AS,1699734597
416,liman,48.9884,37.8023,8.7,57,100,7.09,UA,1699734597
417,tyuratam,45.6507,63.3156,7.23,67,94,8.13,KZ,1699734598
418,vila velha,-20.3297,-40.2925,27.97,82,0,6.17,BR,1699734599
419,ciudad sabinas hidalgo,26.5,-100.1667,14.68,83,100,2.08,MX,1699734600
420,toliara,-23.35,43.6667,23.63,56,0,4.49,MG,1699734601
421,gobabis,-22.45,18.9667,25.2,36,100,5.97,NA,1699734602
422,badger,64.8,-147.5333,-9.07,83,100,1.54,US,1699734604
423,derzhavinsk,51.1,66.3167,4.83,86,93,4.8,KZ,1699734606
424,atamanovka,51.93,113.63,-12.76,98,43,1.26,RU,1699734609
425,serhetabat,35.2799,62.3438,9.28,67,0,1.85,TM,1699734610
426,darovskoy,58.77,47.9564,-0.09,97,100,2.05,RU,1699734610
427,kuqa,41.7278,82.9364,6.23,52,54,1.26,CN,1699734320
428,ciudad bolivar,8.1222,-63.5497,34.63,37,61,2.43,VE,1699734612
429,qaryat suluq,31.6682,20.2521,20.17,53,3,1.8,LY,1699734614
430,panacan,9.2463,118.4082,26.4,81,38,2.33,PH,1699734615
431,baturaja,-4.1333,104.1667,23.73,94,85,0.55,ID,1699734617
432,tinajo,29.0788,-13.7081,20.49,78,20,5.14,ES,1699734618
433,linxia chengguanzhen,35.6003,103.2064,-2.19,49,55,1.17,CN,1699734619
434,arenapolis,-14.4503,-56.8461,34.07,36,96,2.78,BR,1699734620
435,new badah,27.3417,68.0319,22.12,28,3,0.89,PK,1699734621
436,samaniego,1.3385,-77.5957,25.84,91,100,2.01,CO,1699734622
437,santander,43.4647,-3.8044,18.03,94,75,3.13,ES,1699734623
438,siyabuswa,-25.1132,29.0445,25.81,24,20,2.35,ZA,1699734624
439,nguigmi,14.2495,13.1092,28.72,24,100,4.65,NE,1699734625
440,rongelap,11.1635,166.8941,27.35,83,100,7.6,MH,1699734626
441,santiago de cao,-7.9589,-79.2392,21.07,78,20,5.66,PE,1699734627
442,luwingu,-10.2621,29.9271,21.24,71,100,1.05,ZM,1699734628
443,norfolk,42.1668,-71.2495,10.43,48,3,0.89,US,1699734450
444,aktau,43.65,51.2,3.32,64,19,5.5,KZ,1699734630
445,yuzhno-kurilsk,44.0306,145.8556,2.43,80,43,4.85,RU,1699734631
446,yatou,37.15,122.3833,2.43,78,66,3.78,CN,1699734632
447,turochak,52.2576,87.1224,-0.22,97,100,0.99,RU,1699734633
448,beruniy,41.6911,60.7525,5.98,70,0,2.06,UZ,1699734635
449,mul,20.0667,79.6667,21.05,63,41,1.79,IN,1699734639
450,novofedorivka,46.1713,32.3178,14.83,86,79,8.89,UA,1699734640
451,turtas,58.9417,69.1325,-0.16,99,100,1.62,RU,1699734641
452,san luis de la loma,17.2706,-100.8939,29.66,71,14,2.27,MX,1699734642
453,dryden,49.7833,-92.7503,-1.84,80,100,4.12,CA,1699734642
454,gaalkacyo,6.7697,47.4308,25.14,82,100,4.71,SO,1699734644
455,i-n-salah,27.1935,2.4607,23.75,24,0,4.88,DZ,1699734645
456,isangel,-19.55,169.2667,24.12,67,12,7.24,VU,1699734646
457,omutinskiy,56.4745,67.6709,0.38,96,100,1.85,RU,1699734647
458,khandud,36.9513,72.318,-2.96,55,85,0.82,AF,1699734647
459,forster,-32.1667,152.5167,20.77,91,18,3.17,AU,1699734648
460,adrar,20.5022,-10.0711,23.29,16,3,4.47,MR,1699734649
461,voi,-3.3945,38.563,23.05,88,100,2.78,KE,1699734650
462,arica,-18.475,-70.3042,24.75,68,0,6.17,CL,1699734651
463,rangpur,25.75,89.25,20.6,71,0,2.12,BD,1699734652
464,mangrol,21.1167,70.1167,26.03,33,27,5.45,IN,1699734652
465,mhamid,29.82,-5.72,23.57,23,5,2.39,MA,1699734653
466,vila franca do campo,37.7167,-25.4333,21.05,99,9,2.84,PT,1699734654
467,faya-largeau,17.9257,19.1043,27.39,23,96,4.48,TD,1699734655
468,kurtamysh,54.9103,64.4319,4.75,72,99,1.79,RU,1699734656
469,puerto aysen,-45.4,-72.7,5.9,99,100,2.63,CL,1699734657
470,acaponeta,22.4964,-105.3594,33.07,45,45,2.36,MX,1699734658
471,kidal,18.4411,1.4078,28.26,8,0,4.79,ML,1699734375
472,polyarnyye zori,67.3661,32.4981,-7.23,97,61,1.51,RU,1699734661
473,valdosta,30.8327,-83.2785,21.95,83,100,5.66,US,1699734471
474,paka,4.6374,103.4368,23.96,100,77,0.0,MY,1699734663
475,lepsy,46.235,78.9456,7.08,61,100,1.95,KZ,1699734664
476,fisterra,42.9049,-9.2629,18.34,91,85,8.56,ES,1699734664
477,holualoa,19.6228,-155.9522,25.91,79,40,3.6,US,1699734665
478,notse,6.95,1.1667,25.09,90,49,2.23,TG,1699734666
479,caleta de carquin,-11.0925,-77.6267,21.89,74,25,6.06,PE,1699734667
480,novoagansk,61.9449,76.6625,0.47,98,100,3.68,RU,1699734668
481,crane,31.3974,-102.3501,14.28,68,93,2.75,US,1699734669
482,noumea,-22.2763,166.4572,23.33,99,22,6.38,NC,1699734532
483,angaur state,6.906,134.13,29.08,73,100,6.77,PW,1699734670
484,aripuana,-9.1667,-60.6333,33.04,45,100,1.42,BR,1699734671
485,mtimbira,-8.7833,36.35,24.42,80,99,1.79,TZ,1699734672
486,egersund,58.4513,5.9997,4.49,80,93,2.23,NO,1699734673
487,mendota,36.7536,-120.3816,19.15,28,82,2.51,US,1699734674
488,mundri,-6.9558,111.71,25.29,86,26,2.02,ID,1699734675
489,cockburn town,21.4612,-71.1419,28.37,73,90,9.63,TC,1699734676
490,elamanchili,17.55,82.8667,21.69,78,41,1.77,IN,1699734677
491,atasu,48.6814,71.6433,6.73,67,97,7.93,KZ,1699734535
492,hadibu,12.65,54.0333,26.59,85,100,6.05,YE,1699734678
493,shimoda,34.6667,138.95,10.61,87,100,5.82,JP,1699734679
494,eyl,7.9803,49.8164,26.71,80,100,6.33,SO,1699734680
495,tefe,-3.3542,-64.7114,34.06,52,40,1.03,BR,1699734681
496,san rafael del yuma,18.4299,-68.6739,30.11,80,99,3.86,DO,1699734685
497,greymouth,-42.4667,171.2,13.01,77,100,0.59,NZ,1699734464
498,laojunmiao,39.8333,97.7333,-0.67,38,100,0.35,CN,1699734687
499,black point,-34.6187,137.8972,14.32,72,99,7.52,AU,1699734688
500,callao,-12.0667,-77.15,23.16,60,20,7.2,PE,1699734689
501,malango,-2.9627,119.9001,19.46,97,99,0.92,ID,1699734690
502,brisas de zicatela,15.8369,-97.0419,30.29,48,75,4.12,MX,1699734691
503,acambay,19.9558,-99.8417,17.87,62,93,1.98,MX,1699734692
504,port de pollenca,39.9075,3.0814,19.07,76,15,4.22,ES,1699734693
505,shenjiamen,29.9576,122.298,15.62,78,100,7.51,CN,1699734694
506,waimea,20.0231,-155.6717,21.67,90,12,2.68,US,1699734694
507,tazacorte,28.629,-17.9293,21.75,91,75,4.63,ES,1699734695
508,marsh harbour,26.5412,-77.0636,26.88,73,20,5.61,BS,1699734696
509,piedmont,37.8244,-122.2316,22.99,43,22,3.13,US,1699734697
510,hurricane,37.1753,-113.2899,21.19,16,5,2.24,US,1699734599
511,nishinoomote,30.7333,131.0,18.81,70,100,10.34,JP,1699734698
512,loch garman,52.3342,-6.4575,10.68,97,100,8.49,IE,1699734699
513,hacienda huancane,-15.8222,-70.8856,8.46,65,88,7.61,PE,1699734701
514,daru,-9.0763,143.2092,25.42,76,100,4.21,PG,1699734701
515,ojinaga,29.5667,-104.4167,14.53,77,100,3.6,MX,1699734702
516,taro,-8.3862,115.28,23.0,96,42,0.16,ID,1699734703
517,yemva,62.59,50.8594,-0.58,96,99,2.98,RU,1699734704
518,urangan,-25.3,152.9,22.21,67,8,3.86,AU,1699734705
519,roleystone,-32.1167,116.0667,14.75,69,100,8.75,AU,1699734706
520,alice,27.7523,-98.0697,14.85,100,100,5.14,US,1699734707
521,villa gesell,-37.2639,-56.973,21.14,62,13,7.47,AR,1699734417
522,kununurra,-15.7667,128.7333,22.99,100,52,2.06,AU,1699734709
523,mitu,1.1983,-70.1733,29.32,71,71,1.11,CO,1699734480
524,mandalgovi,45.7625,106.2708,-9.69,40,0,3.46,MN,1699734711
525,plastun,44.7561,136.2939,-7.77,64,1,3.0,RU,1699734711
526,tinogasta,-28.0632,-67.5649,37.65,3,10,10.95,AR,1699734712
527,pacific grove,36.6177,-121.9166,24.1,45,0,3.6,US,1699734713
528,cova figueira,14.8905,-24.2934,22.81,72,5,4.59,CV,1699734713
529,duba,27.3513,35.6901,28.92,50,96,0.7,SA,1699734714
530,meadow lakes,61.6247,-149.6011,-1.69,96,75,0.0,US,1699734715
531,lycksele,64.5954,18.6735,-6.98,93,100,1.54,SE,1699734716
532,saurimo,-9.6608,20.3916,18.01,92,80,1.88,AO,1699734717
533,kralendijk,12.15,-68.2667,29.99,79,75,7.72,BQ,1699734717
534,tshikapa,-6.4167,20.8,22.0,97,100,1.52,CD,1699734718
535,la charite-sur-loire,47.1833,3.0167,7.15,90,100,2.78,FR,1699734719
536,smithers,54.7804,-127.1743,4.18,81,75,1.54,CA,1699734719
537,loughrea,53.1969,-8.5669,5.32,91,98,5.62,IE,1699734720
538,coahuayana de hidalgo,18.7,-103.6583,31.22,61,36,2.37,MX,1699734721
539,namibe,-15.1961,12.1522,20.97,78,73,2.16,AO,1699734721
540,neiafu,-18.65,-173.9833,24.38,88,100,5.66,TO,1699734722
541,kem',64.9555,34.5793,-0.02,83,83,4.43,RU,1699734723
542,verkhnevilyuysk,63.4453,120.3167,-9.56,91,64,4.23,RU,1699734724
543,hsinchu,24.8036,120.9686,23.81,88,63,2.68,TW,1699734725
544,las lomitas,-24.7096,-60.593,45.16,17,79,5.67,AR,1699734726
545,labytnangi,66.6572,66.4183,-12.47,98,62,2.06,RU,1699734727
546,saedinenie,42.2667,24.55,8.99,66,40,2.06,BG,1699734728
547,kingston,17.997,-76.7936,31.8,69,40,10.29,JM,1699734258
548,mamfe,5.754,9.3123,24.51,94,100,0.62,CM,1699734730
549,mumbwa,-14.9783,27.0619,24.11,45,50,5.13,ZM,1699734731
550,san pascual,13.7975,121.0342,24.65,91,100,2.81,PH,1699734732
551,maintirano,-18.0667,44.0167,25.85,74,46,3.8,MG,1699734734
552,aldinga beach,-35.2793,138.4604,13.44,72,90,5.46,AU,1699734734
553,progreso,21.2833,-89.6667,30.62,83,100,5.74,MX,1699734665
554,walvis bay,-22.9575,14.5053,16.17,80,100,4.64,NA,1699734736
555,langgons,50.5,8.6667,7.42,92,12,2.33,DE,1699734737
556,tateyama,34.9833,139.8667,11.72,85,100,6.89,JP,1699734738
557,balkanabat,39.5108,54.3671,14.08,32,6,4.84,TM,1699734739
558,port saint john's,-31.6229,29.5448,19.78,87,98,6.41,ZA,1699734740
559,bereznik,62.8551,42.7072,1.22,99,100,1.36,RU,1699734741
560,barbastro,42.0356,0.1269,14.3,89,73,0.99,ES,1699734742
561,izluchinsk,60.9794,76.9242,0.0,98,100,2.8,RU,1699734742
562,port douglas,-16.4833,145.4667,24.03,75,39,4.72,AU,1699734743
563,flin flon,54.7682,-101.865,2.91,70,0,6.17,CA,1699734744
564,dudinka,69.4058,86.1778,-6.32,96,100,4.02,RU,1699734745
565,cestos city,5.46,-9.5828,26.12,85,27,1.69,LR,1699734746
566,salekhard,66.53,66.6019,-12.14,99,88,2.2,RU,1699734747
567,altamira,-3.2033,-52.2064,27.52,68,82,1.8,BR,1699734748
568,kindu,-2.95,25.95,21.48,94,100,1.25,CD,1699734749
569,rudsar,37.1376,50.288,17.99,83,99,3.0,IR,1699734749
570,shubarshi,48.5872,57.1869,4.56,76,100,6.44,KZ,1699734750
571,sundargarh,22.1167,84.0333,20.17,60,0,1.63,IN,1699734751
572,cangzhou,38.3167,116.8667,-1.35,42,0,2.73,CN,1699734752
573,petukhovo,55.0692,67.9019,2.13,92,98,2.79,RU,1699734754
574,berezovyy,51.6667,135.7,-10.72,58,8,2.39,RU,1699734755
575,yeppoon,-23.1333,150.7333,20.88,67,87,4.94,AU,1699734756
576,sesto fiorentino,43.8345,11.1952,12.94,77,20,1.03,IT,1699734756
577,athens,37.9795,23.7162,20.21,62,20,5.36,GR,1699734758
578,belmonte,-15.8631,-38.8828,25.71,76,0,5.79,BR,1699734759
579,la chamba,45.7556,3.7573,2.51,75,100,1.83,FR,1699734760
580,bubaque,11.2833,-15.8333,28.66,62,100,3.58,GW,1699734760
581,borogontsy,62.6683,131.1683,-20.81,97,100,1.47,RU,1699734761
582,philadelphia,39.9523,-75.1638,14.14,47,75,5.14,US,1699734542
583,meiganga,6.5167,14.3,21.95,73,88,1.74,CM,1699734762
584,shahr-e babak,30.1165,55.1186,13.67,23,100,1.82,IR,1699734763
585,nadi,-17.8,177.4167,27.0,69,75,4.12,FJ,1699734764
586,shilin,24.8188,103.3324,11.43,87,4,0.55,CN,1699734765
587,pechora,65.1472,57.2244,-4.52,97,98,1.79,RU,1699734766
588,alaghsas,17.0187,8.0168,26.82,15,44,4.63,NE,1699734766
589,alta,69.9689,23.2717,-4.41,85,40,2.57,NO,1699734558
590,lianshan,40.7643,120.8533,-3.85,49,8,3.02,CN,1699734768
591,orkney,-26.9802,26.6727,23.41,47,100,4.92,ZA,1699734769
592,lautoka,-17.6167,177.4667,26.92,69,75,4.12,FJ,1699734770
593,praia da vitoria,38.7333,-27.0667,20.14,77,20,5.19,PT,1699734770
